title,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score
"1,000,000 THANK YOU!",284379.0,52385.0,268.0,10735.0,195.46641791044848,0.04556962025316456,0.0,0.3535721518987341,0.06323037974683546,0.5831999999999998,0.5596691139240509
10 EASY MAGIC TRICKS ANYONE CAN DO,5502137.0,35892.0,13695.0,4523.0,2.6208105147864105,0.0,0.05235602094240838,0.09058638743455495,0.10214136125654447,0.8020157068062829,0.005187958115183245
10 Gadgets From Fan Mail put to the Test!,1383791.0,29058.0,1026.0,1458.0,28.321637426900523,0.06020066889632107,0.0,0.20017056856187293,0.03591304347826087,0.7438361204013378,0.20697357859531756
10 Hilarious Thrift Store Items!,2064406.0,41329.0,2694.0,15667.0,15.341128433556111,8.748743718592964,2.5326633165829144,0.12202512562814076,0.05331155778894474,0.8196331658291457,0.11478793969849252
10 Hour Test On These 5 Cult Beauty Buys | Full Face First Impressions | Beauty With Mi,16296.0,361.0,32.0,85.0,11.28125,3.343283582089552,1.0298507462686568,0.2636716417910448,0.10147761194029851,0.6348208955223879,0.244710447761194
10 Kitchen Gadgets put to the Test - Part 18,1525469.0,28743.0,1123.0,4350.0,25.594835262689227,0.1407035175879397,0.005025125628140704,0.1413366834170855,0.04057286432160804,0.8130703517587935,0.13892562814070347
10 Kitchen Gadgets put to the Test - part 15,1436461.0,41660.0,1121.0,5323.0,37.16324710080297,0.06532663316582915,0.005025125628140704,0.21860301507537705,0.018959798994974877,0.7548944723618094,0.2598766331658287
10 Kitchen Gadgets put to the Test - part 17,1290256.0,27819.0,912.0,2151.0,30.50328947368446,0.09273182957393483,0.017543859649122806,0.2006967418546366,0.03667669172932331,0.7626340852130323,0.21567619047619008
10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS,1304086.0,76725.0,2712.0,7461.0,28.29092920354004,18.893787575150302,2.8016032064128256,0.2719819639278557,0.06486372745490981,0.6631442885771541,0.3588410821643284
10 New OREO Flavors!!! Taste Test Challenge-a-thon - Man Vs Youtube,724916.0,31810.0,1747.0,3109.0,18.208357183743633,5.5363408521303255,0.047619047619047616,0.14719047619047612,0.13067418546365922,0.7221203007518796,0.033112030075187995
10 Reasons NOT To Buy iPhone X!,4271785.0,71114.0,7431.0,18958.0,9.5699098371687,0.11823647294589178,0.012024048096192385,0.11043486973947886,0.10077955911823651,0.7887835671342688,0.030159919839679375
10 Strange Dollar Store Items Sent By Viewers!,1686049.0,33852.0,1934.0,10861.0,17.503619441571786,9.340852130325814,3.493734335839599,0.14114035087719304,0.0807393483709273,0.775621553884712,0.09404060150375937
10 YEAR SURPRISE REACTION | Tyler Oakley,569314.0,60923.0,220.0,6266.0,276.92272727272774,0.10552763819095477,0.010050251256281407,0.26111557788944734,0.05947236180904523,0.6794070351758792,0.43894422110552767
"10 Years Of ‘Keeping Up With The Kardashians’: Kris Jenner, Kim K Look Back | Megyn Kelly TODAY",1542710.0,11157.0,1546.0,1319.0,7.216688227684284,0.22807017543859648,0.005012531328320802,0.1386340852130326,0.11965413533834585,0.741764411027569,0.026864160401002507
100 PUPPIES PRANK ON GIRLFRIEND!,1033300.0,48085.0,1760.0,4738.0,27.32102272727251,0.11022044088176353,0.004008016032064128,0.22040681362725467,0.0541603206412826,0.7254328657314629,0.1509569138276551
