title,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score,compound_score_comm
"But what *is* a Neural Network? | Deep learning, Part 1",207431,14158,59,966,239.96610169491527,3.0,0.0,0.274,0.0,0.726,0.9406,0.0
BuzzFeed Presents: I Tried Doing Some Things Different From What I Usually Do For A Week,93984,1130,87,57,12.988505747126437,116.0,4.0,0.181,0.0,0.819,0.8271,0.0
BØRNS - Sweet Dreams (Audio),134026,12202,52,1122,234.65384615384616,31.0,0.0,0.256,0.0,0.744,0.9853,0.6908
CANDY CORN THEMED PIZZA w/ my Dad!,498810,23650,301,4659,78.57142857142857,22.0,0.0,0.516,0.0,0.484,0.9136,0.0
CARLIBYBELxMISSGUIDED FALL COLLECTION REVEAL!,1035419,39471,2296,7336,17.191202090592334,51.0,3.0,0.0,0.0,1.0,0.0,0.0
CHECK DESCRIPTION! Southern most point live webcam,2333602,4894,940,445,5.206382978723404,81.0,6.0,0.0,0.0,1.0,0.0,0.0
CHEMOTHERAPY HIT ME HARD (My First Cycle),389895,13971,146,1847,95.69178082191782,2.0,0.0,0.4108571428571429,0.007,0.5822857142857144,0.7846714285714286,-0.2808
CHICKEN GIRLS | Annie & Hayden in “Thursday” | Ep. 4,3185917,85570,1319,14089,64.87490523123579,3.0,0.0,0.0,0.0,1.0,0.0,0.0
CHILD GETS HIT WITH TODD FRAZIER FOUL BALL LINE DRIVE AT YANKEE STADIUM - Yankees v Twins,171837,70,19,111,3.6842105263157894,36.0,2.0,0.0,0.467,0.533,-0.5423,0.0
"CHINESE Street Food Tour DEEP in Sichuan, CHINA - SPICY & INCREDIBLE STREET FOOD ADVENTURE!",424665,10345,318,2673,32.5314465408805,151.0,59.0,0.257,0.0,0.743,0.9737,0.5147
"CHIT CHAT GRWM | My Wedding Process, Wedding Dress & More!",85264,5903,62,775,95.20967741935483,6.0,1.0,0.427,0.0,0.573,0.9133,0.0
CHIT-CHATTY GeT rEaDay WiTh mE + LOOK BOOK!! by SimplyFaceLogical,1337016,88227,1145,21867,77.05414847161572,17131.0,252.0,0.095,0.098,0.808,-0.0534,0.0
CHOCOLATE CHIP COOKIE CUPCAKES - NERDY NUMMIES,422306,22594,249,3845,90.73895582329311,1.0,0.0,0.2800909090909091,0.016681818181818183,0.7032272727272727,0.40478181818181813,-0.0516
CHUCKY HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI,103860,7146,57,490,125.36842105263158,61.0,1.0,0.301,0.024,0.675,0.971,0.0
CNCO - Mamita (Audio),1456623,135587,1933,15740,70.14330056906363,5.0,0.0,0.0,0.128,0.872,-0.296,0.0
CNN's Jim Acosta,15100,34,188,117,0.18085106382978725,44.0,0.0,0.0,0.0,1.0,0.0,0.0
COLLEGE KIDS REACT TO MARINA AND THE DIAMONDS,659531,32465,808,9591,40.179455445544555,357.0,291.0,0.074,0.0,0.926,0.7565,0.0
CONFRONTING MY FIRST LOVE,3608943,332588,4174,39822,79.68088164829899,2.0,0.0,0.0415,0.0,0.9585,0.10115,0.5574
COOK OFF! (2017 Movie) – Official Trailer,409320,3813,2220,757,1.7175675675675677,49.0,0.0,0.0,0.538,0.462,-0.5423,0.0
COOKING TINY FOOD WHILE CONJOINED CHALLENGE!!,2137378,178291,886,4245,201.2313769751693,4.0,0.0,0.236,0.0,0.764,0.4753,0.2225
COUPLE'S FIRST MERCH!!!!,848558,40760,370,3902,110.16216216216216,3728.0,370.0,0.0,0.0,1.0,0.0,0.0
COVERGIRL #IAmWhatIMakeUp | Made In The Mirror,1623683,471,131,158,3.595419847328244,68.0,1.0,0.0,0.0,1.0,0.0,0.0
Call Me By Your Name - Clip - Dance Party,135883,1479,30,199,49.3,265.0,1.0,0.392,0.0,0.608,0.6996,0.4019
Calvin Harris - Hard to Love (Official Video) ft. Jessie Reyez,5127806,149929,8827,4964,16.985272459499264,7.0,7.0,0.345,0.063,0.592,0.973,0.5859
Cam Newton: I'm trying to win any way possible,24149,185,16,157,11.5625,61.0,3.5,0.0,0.19,0.81,-0.426,0.5859
Camila Cabello - Havana Acoustic | Elvis Duran Live,469549,34958,316,1694,110.62658227848101,11.0,0.0,0.457,0.0,0.543,0.6369,0.0
Camila Cabello: Havana,1226940,90350,1721,7418,52.49854735618827,1.0,0.0,0.20711111111111113,0.062000000000000006,0.7307777777777777,0.1690111111111111,0.0
Can Demi Lovato remember her own lyrics?,1635293,47877,317,1199,151.03154574132492,411.0,5.0,0.257,0.253,0.49,0.0258,0.0
Can You Assume Sexuality Based on a First Impression? | Tell My Story,389363,16146,648,1686,24.916666666666668,4.0,0.0,0.264,0.0,0.736,0.6486,0.2263
Can a Laser Cook Potato Chips?,601410,11390,1420,2043,8.02112676056338,1530.0,50.0,0.346,0.0,0.654,0.6486,0.0
Canadian Prime Minister Justin Trudeau talks Trump and Gender Parity I MPW 2017,7959,61,74,141,0.8243243243243243,30.0,2.0,0.134,0.248,0.619,-0.2741,0.0
Canelo Alvarez vs. Gennady Golovkin fight ruled a draw | SportsCenter | ESPN,1681166,8432,1491,5031,5.655264922870557,2.0,0.0,0.029,0.212,0.759,-0.8976,-0.3818
Canelé de Bordeaux - Crispy Baked French Custard Cakes - How to Make Canelés,284006,8561,204,993,41.96568627450981,74.0,3.0,0.262,0.0,0.738,0.4926,0.0
Capital Kings - Rip It Up (feat. Aaron Cole) [Official Music Video],64624,5055,148,567,34.1554054054054,8.0,0.0,0.389,0.0,0.611,0.6249,0.0
Car Hits Cyclist in East Flatbush,17019,26,131,78,0.1984732824427481,90.0,8.25,0.0,0.0,1.0,0.0,0.0
Cardi B Explains How NYPD Put Her In A Chokehold *Explicit Language Warning*,11417,21,2,16,10.5,3.0,5.0,0.115,0.144,0.741,-0.1779,0.0
Cardi B Performs Bodak Yellow,647980,15813,1468,1779,10.771798365122615,7.0,0.0,0.0,0.672,0.328,-0.6249,0.0
Carlos Vives - Pescaíto (Official Video),731862,16051,572,702,28.06118881118881,6.0,0.0,0.259,0.0,0.741,0.4199,0.0
Carly Pearce - Hide The Wine (Static),3694,162,2,14,81.0,2.0,0.2,0.4888,0.0,0.5112,0.43488,-0.1779
Carly Rae Jepsen - Cut To The Feeling,652319,26543,755,1370,35.15629139072848,2.0,0.0,0.0,0.0,1.0,0.0,-0.1531
Carmelo Anthony or Dwyane Wade: Who was bigger pick-up? | First Take | ESPN,424751,3328,181,1388,18.386740331491712,2.0,0.0,0.42,0.0,0.58,0.4404,0.0
Carmelo Anthony will start as PF for Thunder | ESPN,26827,468,12,242,39.0,134.0,23.0,0.0,0.194,0.806,-0.34,0.0
Carson Palmer Leads Opening TD Drive vs. Dallas | Cowboys vs. Cardinals | NFL Wk 3 Highlights,118344,457,182,366,2.510989010989011,42.0,30.333333333333332,0.0,0.42,0.58,-0.44040000000000007,0.0
"Cassie On Marriage, Dealing w/ Rumors & Short Film",67512,637,50,335,12.74,73.0,6.0,0.288,0.0,0.712,0.6872,0.0
Cassini Burns into Saturn After Grand Finale | Out There,77053,2007,50,236,40.14,76.0,1.0,0.27,0.365,0.365,-0.0772,0.4588
Cassini's Last Looks at Saturn,168337,2453,36,245,68.13888888888889,93.0,2.0,0.0,0.0,1.0,0.0,0.0
Castle Rock - First Look Teaser  (Official) • A Hulu Original,317802,2181,208,431,10.485576923076923,69.0,4.0,0.117,0.265,0.617,-0.34,0.0772
Casually Explained: Evolution IV - Hello Universe,705423,37292,678,1393,55.00294985250738,3.0,1.0,0.0,0.0,1.0,0.0,0.1779
Casually Explained: Is She Into You II - What's the worst that could happen?,1516624,76278,1541,3989,49.49902660609993,46.0,6.0,0.0,0.483,0.517,-0.9042,-0.5267
Cat vs Dog - Best Support Class,373506,21420,696,5412,30.775862068965516,2355.0,15.0,0.219,0.0,0.781,0.4215,0.7845
Catalonia referendum: 'Spanish authorities are the criminals',265678,1852,431,1499,4.296983758700696,2.0,0.0,0.0,0.199,0.801,-0.6908,-0.5719
Catalonia referendum: Voters confront police in Barcelona,181018,1001,167,1733,5.994011976047904,4.0,0.0,0.545,0.0,0.455,0.5562,-0.1779
Cats Can Be A Real Pain In The Grass - Simon's Cat | STORYTIME,299817,10108,201,420,50.288557213930346,304.0,38.0,0.249,0.0,0.751,0.6476,-0.5106
"Cavuto: Loyalty works both ways, Mr. President",450767,5256,1139,2666,4.6145741878841084,3.0,0.0,0.174,0.083,0.743,0.5037,0.5423
Celebrities Read Mean Tweets #11,13740234,199814,7276,14057,27.46206706981858,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Chain Snaps and Smashes through Windshield,18788,25,14,25,1.7857142857142858,23.0,2.0,0.0,0.0,1.0,0.0,0.0
Chance the rapper gets pulled over in Chicago I have Faith,190799,191,679,398,0.2812960235640648,18.0,0.0,0.131,0.183,0.686,-0.2263,0.5859
Channing Tatum Grooms James Corden for Magic Mike Live,2179594,39250,946,1158,41.49048625792812,79.0,11.0,0.512,0.0,0.488,0.8555,0.0
Charades with Gal Gadot and Miley Cyrus,123176,8655,112,890,77.2767857142857,1.0,0.0,0.2574615384615384,0.07184615384615384,0.6706923076923077,0.3574307692307693,0.0
Chargers vs. Broncos | NFL Week 1 Game Highlights,829793,6501,386,2582,16.8419689119171,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Charles Bradley as Black Velvet: A Tribute to James Brown [LIVE],17978,55,1,9,55.0,1.0,0.5,0.7255,0.0,0.27449999999999997,0.71075,0.0
Charles Bukowski - Bluebird (read by Harry Dean Stanton),6668,77,1,17,77.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
Charlie Puth - How Long [Official Video],8613469,499205,5612,38995,88.95313613684961,4.0,0.0,0.412,0.0,0.588,0.6369,0.0
Charlie Puth Plays Coy About the Subject of His 'Attention',137104,4813,81,449,59.41975308641975,46.0,1.0,0.0,0.0,1.0,0.0,0.25
