video_id,title,channel_title,category_id,tags,views,likes_x,dislikes,comment_total,thumbnail_link,date,L/D,comment_text,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score
wB5Hek7Z2b8,"Jimmy Kimmel Fights Back Against Bill Cassidy, Lindsey Graham & Chris Christie",Jimmy Kimmel Live,23,jimmy|jimmy kimmel|jimmy kimmel live|late night|talk show|funny|comedic|comedy|clip|comedian|mean tweets|chris christie|bill cassidy|u.s. senate|linsdey graham|brian kilmeade|Graham-Cassidy|health care|obamacare|repeal and replace|aca|affordable care act|jimmy kimmel test,1564110,35849,4590,6924,https://i.ytimg.com/vi/wB5Hek7Z2b8/default.jpg,2017-09-22,7.810239651416122,This is so unprofessional. Your viewers dont care about health care or politics. Your unbelievable. This is sick,1.0,0.0,0.065,0.464,0.471,-0.9
NJ2asQtT014,Kylie Jenner Is Pregnant! | TMZ News,TMZ,24,TMZ2016FS11221|TMZ|Hollywood|Celebrity|Entertainment|Famous|Hollywood News|Fame|Entertainment News|tmz breaking|tmz 2017|kylie jenner|kylie jenner pregnant|travis scott pregnant|kylie jenner and travis scott|kylie jenner news|kylie pregnant|kylie boyfriend|kylie jenner boyfriend|travis scott|travis scott news|kardashian pregnant|Keeping up with the kardasians|KUWTK|kim kardashian|life of kylie|gossip|celebrity|celebrity news|kourtney kardashian,2129936,11299,11064,8905,https://i.ytimg.com/vi/NJ2asQtT014/default.jpg,2017-09-28,1.0212400578452638,HOLY SHIT HOLY SHIT HOLY SHIT HOLY SHIT\nanother pointless person news.\nHonestly who cares about those people,0.0,0.0,0.107,0.464,0.429,-0.9
