video_id,title,channel_title,category_id,tags,views,likes_x,dislikes,comment_total,thumbnail_link,date,L/D,comment_text,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score
T_t-ByJoDgM,"1 Million Subscribers, Struggling & STILL Smiling",Shameless Maya,26,1 million subscribers|Youtuber|shameless maya|house of shameless,56164,8211,55,1421,https://i.ytimg.com/vi/T_t-ByJoDgM/default.jpg,2017-09-17,149.29090909090908,CONGRATULATIONS 🎉...I've been with You since you had 25k... GOD BLESS,0.0,0.0,0.579,0.0,0.421,0.9
AyiYuBCLTjc,Racks: Kevin Durant Shooting Contest with Chris Mullin,Kevin Durant,22,chris mullin|st johns basketball|red storm|kevin durant|golden state warriors|oracle arena|san francisco|fantasy camp|racks|shooting contest,117012,2424,142,745,https://i.ytimg.com/vi/AyiYuBCLTjc/default.jpg,2017-09-22,17.070422535211268,I think the editing was kind all over the place. If he likes it then that's fine its his channel but kinda wanted to stop but I wanted to see who would win lol.,0.0,0.0,0.336,0.056,0.607,0.9
