category_id,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score
1,1442038.9357029514,30158.665058711522,1536.3728657569027,4283.874357346874,39.31905669918035,17.758759680081248,0.5395455122508569,0.17350012694382622,0.08384300222151621,0.7412927324658932,0.13632144715963
2,1032517.6598557692,22395.809027777777,743.9727564102565,2202.436030982906,34.09883712111826,1.4099652685012023,0.4096981031258349,0.1432067307692312,0.07932505341880351,0.7769356303418818,0.11279143963675216
10,1783025.8046642195,78506.72274670698,3076.945877780177,8574.868892247894,80.0726683497285,1.6794993608126316,0.13523131672597866,0.239650200820541,0.0589983847981003,0.6996929993522165,0.2553069635068192
15,931049.7854795646,22155.129595399467,410.15424111727253,2803.6547545697267,77.88776682162884,1.53573629081947,0.1472581638940234,0.22453635243376466,0.05932419387964673,0.7151103922776763,0.24689968165947787
17,1066148.8631203372,22789.48806357444,728.1611741809926,2615.8693480376255,32.578902860333784,2.291493641318453,0.5533999480923956,0.16264313979889797,0.08963814466428782,0.7453850794680482,0.11562990269217922
19,674711.2716115261,17369.852988260405,437.65501600853787,1968.417022411953,58.21588542547206,1.4726447824926607,0.4299439551641313,0.18862780149413017,0.051463713980789805,0.75857203842049,0.25572433297758795
20,1069145.8034782608,27745.947984189723,1507.3212648221345,6017.546719367589,32.09713733830902,2.2107843137254903,0.2732447817836812,0.16987098814229185,0.07329501976284594,0.7554113833992085,0.14889037154150198
22,1336309.5555768101,51897.39640919836,5077.180769808846,6934.286171041305,59.779174273871135,8.923108457113186,0.6097894262171876,0.18112592400289743,0.08361448071378765,0.7336087693169674,0.1674294423873054
23,1514521.5528509135,66365.37860848926,2189.0072031793343,6463.255478280068,51.715005024180996,9.722610915614435,0.5507900365693783,0.1760122260859974,0.08754948391013916,0.7338163741237628,0.12952449494949794
24,1525365.9968981433,39450.58490776058,2583.8798141854286,6028.688664123837,41.641402545888724,4.621165905970537,0.3119744702957438,0.17828989744578355,0.08962323572626425,0.7306633001380514,0.13819311803380616
25,811350.8743130694,6109.597709010087,1289.1883838507192,2172.95000366363,10.723658984652166,1.8397146138246145,0.4030346714882596,0.131897003150721,0.13332933590601503,0.7327700705859408,-0.022256727645751494
26,648118.1135075042,33891.48547958743,765.2604286331913,4502.155901426719,66.8940877312453,8.900893110817387,0.5978901337813299,0.23607264529676683,0.05059489840034573,0.7127041072200632,0.3228436477055189
27,683800.424715425,21134.170949492196,960.6263035921205,2826.250698657215,60.444432779660204,4.824022631991547,0.5486894577183953,0.14262599686456373,0.08189636016631464,0.7739429145934185,0.1047456274282584
28,1040524.1861064046,26266.657246131253,1589.9374675251327,3717.205805941489,34.96662924831809,5.133977994170941,0.5837418946702515,0.14777033773861917,0.07701522647690082,0.7730007681012248,0.11750644979103186
29,115903.33707865169,1265.9101123595506,400.2134831460674,68.42696629213484,12.1147102954405,4.126436781609195,0.3103448275862069,0.3121573033707865,0.06057303370786517,0.6272696629213486,0.41726629213483135
43,8726.0,114.0,9.0,37.0,12.666666666666675,2.775,0.425,0.1764,0.09955000000000001,0.72405,0.04503500000000001
